Date,User,Capitec_Tweets
2022-12-17 10:47:28+00:00,siboniso_g,@CapitecBankSA #SlamTheScam https://t.co/UuKZF5vNjj
2022-12-17 10:45:05+00:00,Dipuo22535925,@DJTira @CapitecBankSA #SlamTheScam  se ba tholile angeke basi scame https://t.co/PmlOZZPheQ
2022-12-17 10:25:20+00:00,MicyMckay,@DJTira @CapitecBankSA Why I saw this so late I really need money jtoo
2022-12-17 10:14:40+00:00,Maldaka,"@Sebitlo1 @CapitecBankSA @Sinoooo__ I have no idea,  I didn't get anything mna"
2022-12-17 10:10:50+00:00,Sebitlo1,@Maldaka @CapitecBankSA @Sinoooo__ Did they send any communication regarding this?
2022-12-17 10:09:02+00:00,Maldaka,@CapitecBankSA @Sinoooo__ Are you sure you weren't compromised and our login details stolen? 🤔
2022-12-17 10:05:31+00:00,Minenhl_20,"@TheInsiderSA @CapitecBankSA My plan is to start managing my time so that I will continue with my studies and start a small  business of selling muffins.
#LetsStartToday
#CapitecLiveBetter"
2022-12-17 09:55:49+00:00,mavuso_octavia,@DJTira @CapitecBankSA Fingers crossed 🤞🕯️🕯️🕯️and congratulations to all the winners in advance
2022-12-17 09:53:42+00:00,Emcee54321,@DJTira @CapitecBankSA #SlamTheScam https://t.co/9gP9UsLEcj
2022-12-17 09:51:57+00:00,IDontgiveup19,"Some charges @CapitecBankSA  are pointless.
How can you be charged for purchasing airtime🚮🚮"
2022-12-17 09:48:48+00:00,CapitecBankSA,"@DearKatli Hi Bongiwe, we are sorry to learn about this however, we cannot discuss the matter with you as we are not allowed to engage in client matters with third parties. Your partner may contact 0860102043 to log a query or visit the branch and more clarity will be provided."
2022-12-17 09:46:02+00:00,DearKatli,@CapitecBankSA The worst ever. How come money vanish from an account and sim been deactivated ???
2022-12-17 09:37:27+00:00,thulzonline,"@Sinoooo__ @CapitecBankSA It helps you reduce falling victim to cyber security attacks,"
2022-12-17 09:35:36+00:00,CapitecBankSA,"@Sinoooo__ Hi @Sinoooo__, this is an additional security measure."
2022-12-17 09:33:27+00:00,Sinoooo__,Why must we change passwords ?@CapitecBankSA
2022-12-17 09:30:38+00:00,aMMoKgoadi,@CapitecBankSA @Nasty_CSA ashii nthwela #CapitecBankChallenge #CapitecConnect https://t.co/t856V2EIxp
2022-12-17 09:15:37+00:00,Arty_fact72,@DJTira @CapitecBankSA Fingers crossed hard 🙏 # SlamTheScam
2022-12-17 09:06:47+00:00,EloiseLerato,@DJTira @CapitecBankSA Fingers crossed ❤️😭🕯️
2022-12-17 08:46:03+00:00,CapitecBankSA,@Buhle_GC Please send us a private message with your account or incident number for us to take a closer look.
2022-12-17 08:41:47+00:00,Buhle_GC,"@CapitecBankSA I don’t have my card information on my App and I’m not aware of anyone that does . I called your call centre , spoke to 3 different people and no one could help ☹️"
2022-12-17 08:41:29+00:00,SLUGUMS,"@Nom_Ngcobo @CapitecBankSA They should...

@CapitecBankSA is it possible to get someone from her nearest branch to call her?"
2022-12-17 08:39:42+00:00,CapitecBankSA,"@Buhle_GC Hi Nobuhle, this is concerning. Does anyone else have access to your card information?"
2022-12-17 08:38:31+00:00,Nom_Ngcobo,@SLUGUMS @CapitecBankSA Noooo man bathathe imali assuming im paid already kanti I’m not.. now when I reverse the debit order myself it’s gonna charge me and that’s not fair.. they must reverse free of charge and without me having to incur any extra cost..
2022-12-17 08:38:08+00:00,CHRISTO05420038,@CapitecBankSA Thank you
2022-12-17 08:35:37+00:00,SLUGUMS,@Nom_Ngcobo @CapitecBankSA Kwemzakalani
2022-12-17 08:11:33+00:00,CapitecBankSA,"@Nom_Ngcobo ;You may chat to iur WhatsApp Client Care team should you not have airtime. To chat to us on WhatsApp, please follow these steps:

• Add 067 418 9565 as a contact 
• Refresh your contact list on WhatsApp 
• Say Hello to us"
2022-12-17 08:07:52+00:00,SamkeloSigudla,@DJTira @CapitecBankSA 💯
2022-12-17 08:06:24+00:00,thandobreakfast,"@CapitecBankSA @Mr_HUMA Where's ""save"" ? I can't see it"
2022-12-17 08:05:19+00:00,Nom_Ngcobo,@CapitecBankSA Can you not link a consultant to give me a call? I was not planning to leave my house before 12.. Are you going to replace the airtime?
2022-12-17 08:05:17+00:00,SylesseG,@DJTira @CapitecBankSA #SlamTheScam 🤞 congrats to all the winners
2022-12-17 08:02:29+00:00,VeliBrian5,@DJTira @CapitecBankSA Azishe ke🎉🎊🔥😅
2022-12-17 07:59:38+00:00,Thabelomadala,@DJTira @CapitecBankSA #SlamTheScam https://t.co/NobTAAMHKC
2022-12-17 07:56:19+00:00,pretty_pume,@DJTira @CapitecBankSA Congratulations winners 🎉🎉🎉🎉
2022-12-17 07:54:41+00:00,CapitecBankSA,@Nom_Ngcobo We cannot call via this platform. You may contact 0860102043 or visit your nearest branch for assistance.
2022-12-17 07:52:17+00:00,Nom_Ngcobo,@CapitecBankSA Can you guys please give me call?
2022-12-17 07:48:56+00:00,HopeMditshwa,@DJTira @CapitecBankSA Fingers crossed 🤞 malume #SlamTheScam
2022-12-17 07:47:55+00:00,SAHSAH_MA,@DJTira @CapitecBankSA @CapitecBankSA 👌👌 #SlamTheScam
2022-12-17 07:47:04+00:00,itumelengmakgae,@DJTira @CapitecBankSA 💯😜
2022-12-17 07:40:42+00:00,AmaMdi27,@DJTira @CapitecBankSA I hope ngikhona 🙏
2022-12-17 07:33:18+00:00,Boity2021,"@DJTira @CapitecBankSA #SlamTheScam
🔥🔥"
2022-12-17 07:32:24+00:00,peendele,@DJTira @CapitecBankSA We are ready and congratulations to all the winners🤭
2022-12-17 07:31:01+00:00,msboity,@DJTira @CapitecBankSA #SLAMTHESCAM @CapitecBankSA @DJTira @Nthamane https://t.co/yZzfCBg5Iw
2022-12-17 07:28:54+00:00,CapitecBankSA,"@Nom_Ngcobo Hi @Nom_Ngcobo, we apologise for the inconvenience. Communication was sent to clients to inform them of the early debit due to December salary dates. If you have not received your salary, you may contact Client Care on 0860102043 to dispute the debit order."
2022-12-17 07:27:23+00:00,CapitecBankSA,"@MmathaboMalatji Hi @MmathaboMalatji, transfers to external banks can take up to 2 - 3 working days to reflect. This excludes public holidays and weekends. Please confirm with the external bank if the same applies to them."
2022-12-17 07:22:25+00:00,CapitecBankSA,"@NomalugeloZamah Hi Nomalungelo, urgently contact Client Care on 0860102043 to report the matter."
2022-12-17 07:22:22+00:00,MthuliNkumbulo,@DJTira @CapitecBankSA Congratulations to the Winners Malume
2022-12-17 07:13:15+00:00,CapitecBankSA,"@CHRISTO05420038 Hi there, transfers between banks can take up to 2 - 3 working days to reflect. This excludes weekends and public holidays."
2022-12-17 07:10:37+00:00,rmadzena,Protect your phone this festive season ya’ll. #BankingMatters @CapitecBankSA
2022-12-17 07:03:17+00:00,Refiloe_Reelo,@CapitecBankSA Whoo lona mara... Why didn't you warn me.
2022-12-17 07:01:19+00:00,leekay_sarah,@TheInsiderSA @CapitecBankSA @SABC3 #LetsStartToday #TheInsiderSA
2022-12-17 06:59:34+00:00,DJTira,"@CapitecBankSA has just sent me names of winners ,,,🔥🔥🔥🔥🔥😎 #SlamTheScam"
2022-12-17 06:55:33+00:00,Nom_Ngcobo,@CapitecBankSA hi I don’t approve of you taking your money before the time. Please reverse that debit order for free.. you’ll take it when it’s due.. kanti what’s up manje?? I still have days before I get paid and I have Christmas gifts to buy.. Hayi don’t do that man 😤
2022-12-17 06:44:11+00:00,MmathaboMalatji,@CapitecBankSA hi  i paid money into my capitec acc from std bank on 15/12  and it does not reflect. Usualky it reflects same day. What could be the delay bathong..
2022-12-17 06:33:31+00:00,TheInsiderSA,"South Africa’s leading digital bank, @CapitecBankSA, with over 19 million clients, has launched the #LetsStartToday campaign. 

Find out about it and how you can turn your dreams into a reality on #TheInsiderSA Saturday at 1PM on @SABC3. https://t.co/aTtI7GIXns"
2022-12-17 06:33:10+00:00,TheInsiderSA,"South Africa’s leading digital bank, @CapitecBankSA, with over 19 million clients, has launched the #LetsStartToday campaign. 

Find out about it and how you can turn your dreams into a reality on #TheInsiderSA Saturday at 1PM on @SABC3. https://t.co/1x47VG2PWn"
2022-12-17 06:20:11+00:00,CHRISTO05420038,@CapitecBankSA @_sandilem I sent money from my fnb account to my capitec yesterday the 16th when would it reflect
2022-12-17 06:19:51+00:00,CapitecBankSA,"@ZukileNdzulule1 You may visit the nearest branch or contact our Direct Lending department on 0860667789, to apply."
2022-12-17 06:13:08+00:00,ZukileNdzulule1,@CapitecBankSA Thank you should I visit a branch in the near future for further advice
2022-12-17 06:12:43+00:00,CapitecBankSA,"@Refiloe_Reelo Hi Kgosatsana, the App is fully functional. Your USSD PIN that we requested for clients to change does not change your card PIN as well."
2022-12-17 06:11:52+00:00,CapitecBankSA,"@Valerie_Mol Hi Valerie, you may contact Nedbank for assistance with the recall."
2022-12-17 06:11:48+00:00,CapitecBankSA,"@ZukileNdzulule1 Hi Zukile, you would be considered as self employed."
2022-12-17 06:02:48+00:00,NomalugeloZamah,"@CapitecBankSA 
I lost my money today 💔😧"
2022-12-17 05:58:16+00:00,NomalugeloZamah,@CapitecBankSA @arphyka I lost my mom this morning please help
2022-12-16 23:15:52+00:00,zululandprince,@CapitecBankSA @LeratoMncube93 Fix those queues
2022-12-16 22:17:25+00:00,360degreeANN,@TheRealGuru7 @CapitecBankSA Still stuck?
2022-12-16 20:05:22+00:00,TheRealGuru7,@360degreeANN @CapitecBankSA I did that now I can’t verify
2022-12-16 19:05:31+00:00,24benzm,@CapitecBankSA Since Wednesday night. https://t.co/rP7vh0s7p1
2022-12-16 18:53:38+00:00,zamoh_prince,@DJTira @CapitecBankSA 🤞🕯️ #SlamTheScam https://t.co/57rXXQh58l
2022-12-16 18:06:15+00:00,Wito45603787,@MTVBaseSouth @CapitecBankSA https://t.co/BwQOASHTKf
2022-12-16 17:59:47+00:00,LutiguardMedia,"@eNCA @CapitecBankSA With Jimmy Manyi at the helm, the @ATMovement_SA is real fraud
🤣🤣🤣🤣 https://t.co/zTeyMmShjB"
2022-12-16 17:54:09+00:00,Makemeproud082,"Go to https://t.co/000fRX19Q9 oh,and tell them mesuli sent you
@Properties_easy 
@EasyEquities 
@PurpleGroupPPE 
@Moneyweb 
@CapitecBankSA 
@Makemeproud082 https://t.co/kQcgmHKTZI"
2022-12-16 17:43:19+00:00,Keoi_Kantse18,@CapitecBankSA what’s happening with your immediate payments to other banks?
2022-12-16 17:19:40+00:00,eNCA,"[ICYMI] ATM fraud is a reality, be vigilant. Watch #BankingSafetyMatters on how to avoid being tricked by card swapping scammers, visit here: https://t.co/gfVozOI4ge

@CapitecBankSA"
2022-12-16 17:12:32+00:00,Refiloe_Reelo,"@CapitecBankSA your app is not working. You guys said I should change my pin, now my card is blocked 😡😡😡. Today of all days"
2022-12-16 17:11:28+00:00,ZukileNdzulule1,@CapitecBankSA I run a small business and get payments through fintech companies machines ie yoco can I be considered I'm self employed
2022-12-16 16:28:54+00:00,lucky_mokwele,"@Shoprite_SA and @CapitecBankSA  please intervin  shoprite orange farm, the employee's are in a rush to knockoff and are not treating customers right. I. Tweeting this while in the store"
2022-12-16 14:15:38+00:00,nxu_ntandokazi,"@DJTira @CapitecBankSA Please Malume save my boring December 💃..
Challenge done and dusted, very informative and fun quizzes...

#Slamthescam https://t.co/ivxXGH3i5s"
2022-12-16 14:15:09+00:00,tshona_sisanda,@sa_lottery @CapitecBankSA Do also participate in this
2022-12-16 14:14:18+00:00,tshona_sisanda,@sa_lottery @CapitecBankSA
2022-12-16 14:09:25+00:00,thetruemthoko,@DJTira @CapitecBankSA @DJTira been waiting for the winner announcement since 1pm grootman🙏🙏🙏🙏🙏🙏🙏 @CapitecBankSA #SlamTheScam
2022-12-16 13:43:42+00:00,Zolani_Qetsele,@sir_nele @CapitecBankSA I was so bored
2022-12-16 13:43:23+00:00,CapitecBankSA,"@LeonCusens Simply say hi, and then after the menu option pops up, you can ask for an agent 👍"
2022-12-16 13:43:18+00:00,CapitecBankSA,"@LeonCusens Hi @LeonCusens, we have a full team of real human agents  that answer your WhatsApp's. 😎
We do use bot responses for common questions, but if you would like to speak to an agent, you can do so by asking for an agent."
2022-12-16 13:29:01+00:00,LeonCusens,"@CapitecBankSA Everybody hates speaking to robots,96 % they don't know or understand what you are speaking https://t.co/CF6pLxMSL8 don'get satisfactory solutions for the problems !?!!"
2022-12-16 13:03:09+00:00,Nnana87659732,@CapitecBankSA  charges are crazy mxm m leaving this bank fok
2022-12-16 12:57:15+00:00,CapitecBankSA,"@_SpecialNgobeni Hi there, how may we assist?"
2022-12-16 12:28:58+00:00,OWENMULAUDZI,@CapitecBankSA What happened to your app lately? Haib😲😲?
2022-12-16 12:25:44+00:00,Lesmak_24,@CapitecBankSA kante when are you fixing this? Since this morning 🙄 https://t.co/aWatU0bjzO
2022-12-16 12:22:44+00:00,Lerato_Grace_T,@CapitecBankSA It says between 24 - 31 December.... Please explain this English to me so I can fully understand this text. Please https://t.co/tZkYuqZwB4
2022-12-16 12:13:29+00:00,AllistairJohn,@DJTira @CapitecBankSA #SlamTheScam https://t.co/owaj2fiXM7
2022-12-16 12:11:36+00:00,All_Star_009,@DJTira @CapitecBankSA #SlamTheScam https://t.co/mo5FXtvPE1
2022-12-16 12:05:47+00:00,AJ_ANTEBELL,@DJTira @CapitecBankSA #SlamTheScam 3/3 got my 1GB as well https://t.co/p4DXXPRGPT
2022-12-16 12:04:04+00:00,HaikdZA,@bluewavey2 @DJTira @CapitecBankSA Nice ! Hope you win
2022-12-16 12:00:38+00:00,NobuhleNombuso2,@DJTira and @CapitecBankSA thank you for this information it was much needed especially since it's festive there are lots of Scams we really Slamming the Scam now💪 #SlamTheScam
2022-12-16 12:00:16+00:00,NobuhleNombuso2,"@DJTira and @CapitecBankSA thank you for this information it was much needed especially since it's festive there are lots of Scams we really Slamming the Scam now💪 #SlamTheScam

Dankie Malume @DJTira will ref my family and friends to this challenges"
2022-12-16 11:56:18+00:00,SAMSIZIBA,@CapitecBankSA I was greeting
2022-12-16 11:48:21+00:00,koketso53175012,@DJTira @CapitecBankSA https://t.co/t1mq0eliYF
2022-12-16 11:21:17+00:00,dimpho_dona,Capitec is now available on Apple Pay  #capiteclivebetter @CapitecBankSA https://t.co/9TPg1mscwZ
2022-12-16 11:09:08+00:00,sthibo61056728,@CapitecBankSA we are waiting for #SlamTheScam  winners 😭😭 @DJTira  is quiet now
2022-12-16 11:00:42+00:00,eVOD_sa,"[ICYMI] ATM fraud is a reality, be vigilant. Watch #BankingSafetyMatters here: https://t.co/i8iRlUzcr3   

#Sponsoredby @CapitecBankSA https://t.co/3gJ6Dp45yj"
2022-12-16 10:58:09+00:00,MadelaNelson,@CapitecBankSA Your bank is easily exposes yo scams and fraud. You often don't reimburse clients
2022-12-16 10:49:24+00:00,JAMESPO73850494,"@CapitecBankSA hi and happy   reconciliation day to all capitecBankSA stuff, management and customers."
2022-12-16 10:47:26+00:00,bhekiSibanyoni0,"@DJTira @CapitecBankSA Very informative and keeping us safe from scammers this festive season, all thanks to @CapitecBankSA we always #LiveBetterWithCapitec #SlamTheScam https://t.co/rFoVekE5r5"
2022-12-16 10:44:26+00:00,bhekiSibanyoni0,"@DJTira @CapitecBankSA Very informative and keeping us safe from scammers this festive season, all thanks to @CapitecBankSA we always #LiveBetterWithCapitec https://t.co/NWkgwR43VF"
2022-12-16 10:36:08+00:00,Tiisetso_TKD,@nubian6 @CapitecBankSA Funny how they went ghost after this
2022-12-16 10:30:56+00:00,Tiego75361894,@Athi54034840 @CapitecBankSA Why are you ignoring this question?
2022-12-16 10:28:56+00:00,mabatha_mphoza,@DJTira @CapitecBankSA #SlamTheScam https://t.co/2Q6mmaZRLb
2022-12-16 10:27:23+00:00,phineas_totoro,"@enakes @sa_lottery @tymebankza @CapitecBankSA They Do, I Placed My Bets"
2022-12-16 10:23:46+00:00,hlombelam_n,@CapitecBankSA needs to remove that “buy prepaid mobile” option on the capitec app because wow imali iyayibhebha straight.
2022-12-16 10:12:37+00:00,Reapersean01,@DJTira @CapitecBankSA Congratulations 🎊 in Advance to the Winners🥇...
2022-12-16 10:06:32+00:00,michaela_sian,@DJTira @CapitecBankSA @DJTira #SlamTheScam https://t.co/bLreQVTAAe
2022-12-16 09:59:53+00:00,nnowito23,@TheMan13797027 @sa_lottery @AbsaSouthAfrica @StandardBankZA @FNBSA @tymebankza @CapitecBankSA Especially FNB app.
2022-12-16 09:56:23+00:00,enakes,@sa_lottery @tymebankza Why is @CapitecBankSA no longer allow lotto play in their app
2022-12-16 09:55:20+00:00,TheMan13797027,"@nnowito23 @sa_lottery @AbsaSouthAfrica @StandardBankZA @FNBSA @tymebankza @CapitecBankSA The banking apps are making large profits through the fees for lottery transactions. 

Previously, the place where the jackpot winning ticket was bought will get a certain %,maybe this rule still exist&amp;that is probably why most jackpot winners come from the banking app platforms."
2022-12-16 09:53:43+00:00,LucruciaSikwane,"@DJTira @CapitecBankSA #SlamTheScam @CapitecBankSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳 https://t.co/6mPIeRVENE"
2022-12-16 09:48:35+00:00,MalindyLeeh,"@DJTira @CapitecBankSA Please dont leave me behind @DJTira 
https://t.co/9Ta8rWGQU7"
2022-12-16 09:47:09+00:00,MalindyLeeh,"@DJTira @CapitecBankSA How did I miss this when I completed the challenge Wednesday already 😢

It was a great challenge  #SlameTheScam https://t.co/nx5CecIx9m"
2022-12-16 09:46:55+00:00,LutfiyyahG,@DJTira @CapitecBankSA #SlamTheScam  @LutfiyyahG https://t.co/LzVcuqtiZc
2022-12-16 09:46:19+00:00,LutfiyyahG,@DJTira @CapitecBankSA #SlamTheScam  @LutfiyyahG https://t.co/quNeUqSDnc
2022-12-16 09:45:40+00:00,LutfiyyahG,@DJTira @CapitecBankSA #SlamTheScam  @LutfiyyahG https://t.co/VFyRkzyjBE
2022-12-16 09:44:21+00:00,nnowito23,@TheMan13797027 @sa_lottery @AbsaSouthAfrica @StandardBankZA @FNBSA @tymebankza @CapitecBankSA I have also noticed this and always wondered why is that so?
2022-12-16 09:40:06+00:00,CapitecBankSA,"@thato_93 Hi Thato, we apologise for the inconvenience. Communication was sent to clients to inform them of the early debit due to December salary dates. If you have not received your salary, you may contact Client Care on 0860102043 to dispute the debit order."
2022-12-16 09:35:25+00:00,TheMan13797027,"@sa_lottery @AbsaSouthAfrica @StandardBankZA @FNBSA @tymebankza @CapitecBankSA No jackpot winners on Tyme Bank and African Bank.
African Bank is not even listed on the Ithuba tweet."
2022-12-16 09:35:05+00:00,Sandile29963928,@sa_lottery @AbsaSouthAfrica @StandardBankZA @FNBSA @tymebankza @CapitecBankSA How to enter this because i do play on line?
2022-12-16 09:34:21+00:00,thato_93,@CapitecBankSA what is the reason for debiting money from your customers before the agreed date? Are you implying that your customers can't be trusted to still have money in their bank accounts come the end of the year?
2022-12-16 09:32:40+00:00,TheMan13797027,"@sa_lottery @AbsaSouthAfrica @StandardBankZA @FNBSA @tymebankza @CapitecBankSA The Ithuba National Lottery platforms have the lowest probability to win a jackpot.
The banking apps have additional fees (between R2 and R3) per transaction."
2022-12-16 09:23:13+00:00,CapitecBankSA,"@xulu_ntokozo •Clear your App cache
•Restart your device"
2022-12-16 09:23:11+00:00,CapitecBankSA,"@xulu_ntokozo We regret learning of your negative App experience. Please try the below troubleshooting steps:

•Check that you are using the latest version of the App in your Play Store.
•Check that you are using the latest version of Webview in your Play Store."
2022-12-16 09:19:32+00:00,Minenhl_20,"@TheInsiderSA @CapitecBankSA My plan is to start managing my time so that I will continue with my studies and start a small  business of selling muffins.
#LetsStartToday
#CapitecLiveBetter"
2022-12-16 09:06:05+00:00,xulu_ntokozo,@CapitecBankSA It keeps sending me back to that page. It doesnt give options to put pin again
2022-12-16 09:00:39+00:00,CapitecBankSA,"@xulu_ntokozo Hi @xulu_ntokozo, you may have accidentally selected 'Forgot PIN'. Please select 'Back', on the arrow at the top left of your screen and log in."
2022-12-16 08:55:01+00:00,xulu_ntokozo,@CapitecBankSA  whats happening with the app https://t.co/qZyHZX8TLt
2022-12-16 08:45:59+00:00,Tinyiko76225254,"@DJTira @CapitecBankSA Yepppi🥳 #slamthescam, my 1 and only bank #capiteclivebetter and my lovely favorite DJ."
2022-12-16 08:45:33+00:00,KgomotsoLet,@Stimrayne @CapitecBankSA @AbsaSouthAfrica They won’t they are useless mostly Absa ke re my 16k gone I wasted my time opening a case making a statement ABSA FRAUDLINE is a scam on its own and I will lodge a complaint against them .failing to solve an obvious case for two months
2022-12-16 08:43:36+00:00,Tinyiko76225254,@DJTira @CapitecBankSA https://t.co/Nb6DoophS5
2022-12-16 08:42:15+00:00,CapitecBankSA,"@BRA_COURAGE Hi Thabang, our team is currently investigating the issue and it will be resolved soon. We apologize for the inconvenience."
2022-12-16 08:41:48+00:00,TheRealGuru7,@360degreeANN @CapitecBankSA How did you activate yours because I’m having issues
2022-12-16 08:38:46+00:00,BRA_COURAGE,@CapitecBankSA is there a delay on immediate payments?
2022-12-16 08:37:41+00:00,1000hackers,"An important warning against falling prey to online banking fraud from @CapitecBankSA in this must-read article on @BusinessTechSA at 
https://t.co/Q7nGlrEIwO
#cybersecurity #cyberattacks #cyberresilience #southafrica #banking #fraudprevention"
2022-12-16 08:37:12+00:00,CapitecBankSA,@sir_nele If you have not received your salary and funds are debited. Please contact our client care line on 0860102043 and we will be more than happy to assist with the dispute.
2022-12-16 08:31:25+00:00,CapitecBankSA,"@SAMSIZIBA Hi SamD, please advise how may we assist?"
2022-12-16 08:30:56+00:00,DjGooDyy,@CapitecBankSA why can't we redeem cashsend  within the app? Looking at those lines just to take 200 https://t.co/IMmHSum8ad
2022-12-16 08:30:18+00:00,SAMSIZIBA,@CapitecBankSA Hi
2022-12-16 08:29:05+00:00,MrKoolkidz,@DJTira @CapitecBankSA #SlamTheScam https://t.co/ve7aJS71bC
2022-12-16 08:24:06+00:00,Being_Thato,@DJTira @CapitecBankSA #SlamTheScam https://t.co/sfbU3zFKin
2022-12-16 08:23:08+00:00,CapitecBankSA,"@Zolani_Qetsele Hi @Zolani_Qetsele, we apologise for the inconvenience. Communication was sent to clients to inform them of the early debit due to December salary dates. If you have not received your salary, you may contact Client Care on 0860102043 to dispute the debit order."
2022-12-16 08:22:27+00:00,Athi54034840,@CapitecBankSA Why are you guys taking so long process payments that were made yesterday into people's accounts?
2022-12-16 08:19:24+00:00,Zolani_Qetsele,@sir_nele @CapitecBankSA Ehh yesterday i transferred myself cash from my other account and one of my debit orders went off immediately
2022-12-16 08:18:04+00:00,SENOAMADIKGAODI,"@DJTira @CapitecBankSA 
#SlamTheScam
#SlamTheScam
#SlamTheScam
#SlamTheScam
#SlamTheScam
#SlamTheScam https://t.co/iFobnIKPkW"
2022-12-16 08:14:25+00:00,bluewavey2,@DJTira @CapitecBankSA 3/3 I slammed the scam #SlamTheScam @DJTira @CapitecBankSA https://t.co/Yd4RWYv8i6
2022-12-16 08:00:23+00:00,FahmeedaKS,@DJTira @CapitecBankSA #slamthescam https://t.co/JRpEpG7L8g
2022-12-16 07:48:08+00:00,MphoDikhang,@DJTira @CapitecBankSA #SlamTheScam https://t.co/tMRUPk8gV7
2022-12-16 07:43:50+00:00,AntheaW56492631,@DJTira @CapitecBankSA #SlamTheScam @AntheaW56492631 https://t.co/yaaLvJDEFA
2022-12-16 07:39:56+00:00,CapitecBankSA,@BogatsuMosa You're welcome😊
2022-12-16 07:38:23+00:00,CapitecBankSA,"@sir_nele Hi Aaron, we apologise for the inconvenience. Communication was sent to clients to inform them of the early debit due to December salary dates. If you have not received your salary, you may contact Client Care on 0860102043 to dispute the debit order."
2022-12-16 07:32:29+00:00,BogatsuMosa,"@CapitecBankSA Good Day @CapitecBankSA 

Thank you so much for your feedback.  I did send an email to email address provided. I appreciate a lot."
2022-12-16 07:29:31+00:00,CapitecBankSA,"@BogatsuMosa For more information, application documents or to find out how you can get involved:

• email info@capitecfoundation.org
• call us on 021 941 3490 or 021 941 3022"
2022-12-16 07:29:29+00:00,CapitecBankSA,"@BogatsuMosa &gt; Once-off donations through which we give back to the community through volunteerism and donations.
&gt; Disaster relief which we actively support through recognised and legitimate disaster relief organisations committed to helping those who are widely affected and most in need."
2022-12-16 07:29:20+00:00,CapitecBankSA,"@BogatsuMosa This aligns to our purpose of enabling our clients to improve their financial lives.

Our CSI program features 3 main areas of support:

&gt; The Capitec Foundation, which focuses on improving numeracy and financial literacy."
2022-12-16 07:29:13+00:00,bluewavey2,"@DJTira @CapitecBankSA 3/3 I slammed the scam

😎 https://t.co/y53zlI7hMl"
2022-12-16 07:29:07+00:00,CapitecBankSA,"@BogatsuMosa Hi Mosa, at Capitec, we're committed to playing an active role in addressing the challenges faced by our people – South African individuals and communities, and supporting initiatives that can improve their circumstances."
2022-12-16 07:26:19+00:00,BaneleBengwane,@DJTira @CapitecBankSA #SlamTheScam 🔥 https://t.co/mhZV50JaMZ
2022-12-16 07:16:02+00:00,CapitecBankSA,"@Phuma_Silwe Or you may visit your nearest Capitec branch with your ID; latest payslip, and 3-month bank statement to find out if you qualify. 
You can also call us at 0860667789."
2022-12-16 07:15:58+00:00,CapitecBankSA,"@Phuma_Silwe Hi @Phuma_Silwe the bigger the better!
You may use your Remote Banking App or our online estimate via our website on https://t.co/AiGSgRoaPI to apply."
2022-12-16 07:10:27+00:00,its_charkii,@CapitecBankSA @DJTira
2022-12-16 07:09:41+00:00,BogatsuMosa,"@CapitecBankSA 
My name is Mosa Bogatsu,1 of the ladies amongst 10 women selected by South African Women in Plumbing for Enterprise Skills Development Program.We are currently doing a community project for Magagula Primary School. Please assist us with material to repair toilets. https://t.co/zhBOUaKy6z"
2022-12-16 07:08:51+00:00,its_charkii,@DJTira @CapitecBankSA Fingers crossed🤞🏽
2022-12-16 07:04:11+00:00,Nokuthula2299,@DJTira @CapitecBankSA #SlamTheScam https://t.co/V4CWG0fgCi
2022-12-16 06:59:43+00:00,DeadPoet85,@CapitecBankSA Roger that captain!!! Super fast this *Morning 😏
2022-12-16 06:57:49+00:00,CapitecBankSA,@DeadPoet85 Please visit the branch and show them this message.
2022-12-16 06:56:07+00:00,thandohThandoh4,@sandile_shamase @DJTira @CapitecBankSA what is this?? how does it work 🤔
2022-12-16 06:54:42+00:00,JackOf123456789,"@DJTira @CapitecBankSA I completed the challenge.. @DJTira And My Fav bank Danko for this Lessons There's a lot that I have learned🤞, scammers!!!!! i am ready
@CapitecBankSA Danko i want to share this with everyone i know so they wont be victims 

#SlamTheScam @DJTira @CapitecBankSA https://t.co/dMckYEoSF8"
2022-12-16 06:50:48+00:00,CapitecBankSA,"@Lesetja_mnisi Hi @Lesetja_mnisi, we are sorry to learn about this however, we cannot reverse the transaction."
2022-12-16 06:50:00+00:00,CapitecBankSA,@DeadPoet85 What is the error you are receiving.
2022-12-16 06:48:14+00:00,DeadPoet85,"@CapitecBankSA I have, several times...each time confirmed I'm registered for it"
2022-12-16 06:44:13+00:00,CapitecBankSA,@DeadPoet85 You are required to visit a branch to register for this service.
2022-12-16 06:43:47+00:00,lavern_bailey,@DJTira @CapitecBankSA #SlamTheScam https://t.co/N0xNkvIrJL
2022-12-16 06:43:32+00:00,DeadPoet85,@CapitecBankSA Messaged you
2022-12-16 06:42:44+00:00,Glethu,"@DJTira @CapitecBankSA #SlamTheScam 
the challenge was very informative 👌 https://t.co/RzQZBQiAgH"
2022-12-16 06:42:15+00:00,NobuhleNombuso2,"@DJTira and @CapitecBankSA thank you for this information it was much needed especially since it's festive there are lots of Scams we really Slamming the Scam now💪 #SlamTheScam

Dankie Malume @DJTira will ref my family and friends to this challenges https://t.co/e5qaIBDKes"
