Date,User,Standard_Tweets
2022-12-31 13:28:42+00:00,StandardBankZA,"@amandawilma1 Did you reap the rewards as yet, Amanda? 😊 #BecauseUCount #HowAboutNow"
2022-12-31 13:27:13+00:00,MphoM_ZA,@malukubabe @StandardBankZA Wonderful babe 🤗
2022-12-31 13:23:07+00:00,StandardBankZA,"@Vincy_Mhlongo You’re almost there, Vincent! Have you filled up at a Caltex before? 😎 #BecauseUCount #HowAboutNow"
2022-12-31 13:21:19+00:00,Ofentse06642146,@malukubabe @StandardBankZA A job well done Maluku 💐🏃‍♀️🌹👍🏾🇿🇦
2022-12-31 13:20:29+00:00,StandardBankZA,"@NMatimbi You’re right with this one, Matimbi! 👏🏽 #BecauseUCount #HowAboutNow"
2022-12-31 13:17:46+00:00,WorstServiceSA,"@StandardBankZA, you do not have the mechanism to reverse money that was deposited into a wrong account?"
2022-12-31 13:12:45+00:00,StandardBankZA,"@GivenchyTumelo Do you always fuel up at Caltex, Tumelo? 😏 #BecauseUCount #HowAboutNow"
2022-12-31 13:06:28+00:00,Ownlyf,@malukubabe @StandardBankZA Well done jabu
2022-12-31 13:05:47+00:00,Caseyhe450,@StandardBankZA Both...laugh
2022-12-31 13:04:39+00:00,StandardBankZA,@ManamelaEphie Did state the reason for reversing the funds?
2022-12-31 13:03:43+00:00,StandardBankZA,"@StaceyMatlou Have you been enjoying your rewards, Stacey? 👏🏽 #BecauseUCount #HowAboutNow"
2022-12-31 13:01:35+00:00,MakhanyaZaa,"@WorstServiceSA @CapitecBankSA Mina @StandardBankZA couldn’t assist when I phoned them that I mistakenly deposited money to an capitec account,I was told to phone capitec to assist me"
2022-12-31 12:59:55+00:00,StandardBankZA,"@AmogelangMegan Someone’s filling up with their UCount rewards, Megan! 😎 #BecauseUCount #HowAboutNow"
2022-12-31 12:57:51+00:00,StandardBankZA,"@ReltinRooy You’re almost there, Reltin! 👏🏽 #BecauseUCount #HowAboutNow"
2022-12-31 12:57:26+00:00,ManamelaEphie,@StandardBankZA It kept of reversing immediate payments
2022-12-31 12:56:46+00:00,StandardBankZA,"@King_ZA1st What do you spend your rewards on, King? 😎 #BecauseUCount #HowAboutNow"
2022-12-31 12:51:44+00:00,StandardBankZA,"@mavokweni How long have you been receiving your rewards, Piet? 😎 #BecauseUCount #HowAboutNow"
2022-12-31 12:41:26+00:00,MaGatsheniLo,"@StandardBankZA 💃
#HowAboutNowSummer"
2022-12-31 12:41:19+00:00,MaGatsheniLo,"@StandardBankZA 💃
#HowAboutNowSummer
@StandardBankZA"
2022-12-31 12:40:14+00:00,StandardBankZA,"@keatlaretsweSi2 Have you used these retailers before, Keatlaretswe? 😎 #InstantMoneyMondays #HowAboutNowSummer"
2022-12-31 12:38:18+00:00,StandardBankZA,"@RaisonChauke You know that’s right, Raison! 👏🏽 #BecauseUCount #HowAboutNow"
2022-12-31 12:35:22+00:00,StandardBankZA,"@Nokuthula2299 Right on the money, Nokuthula! What do you spend your rewards on? 😎"
2022-12-31 12:32:30+00:00,KissMlungu,"@StandardBankZA 100% #BecauseUCount
#HowAboutNowSummer https://t.co/hbELKKtqPh"
2022-12-31 12:31:33+00:00,Try_running,"@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Icing to end the year, well done👏👏"
2022-12-31 12:31:19+00:00,StandardBankZA,"@_mariannecar We know that’s right, Marianne! Have you enjoyed spending your points? 😎 #BecauseUCount #HowAboutNow"
2022-12-31 12:30:24+00:00,StandardBankZA,@Sumin_Elz We’re happy to hear that! 😏 #BecauseUCount #HowAboutNow
2022-12-31 12:27:33+00:00,StandardBankZA,"@Mrs_Lusanda34 You’re almost there, Lusanda! 👏🏽 #BecauseUCount #HowAboutNow"
2022-12-31 12:25:15+00:00,StandardBankZA,"@MphoMashau31 Great answer, Mpho. How often do you spend your UCount points? 😎 #BecauseUCount #HowAboutNow"
2022-12-31 12:20:52+00:00,StandardBankZA,"@yamkelampini Right on the money, Yamnkela! 😎 #BecauseUCount #HowAboutNow"
2022-12-31 12:20:14+00:00,Xitiko01,@malukubabe @StandardBankZA Well done Mother.👏🏿👌🏿🔥
2022-12-31 12:19:31+00:00,StandardBankZA,"@Shibu052 Let’s give it another try, Moshibudi! 😎 #BecauseUCount #HowAboutNow"
2022-12-31 12:18:40+00:00,StandardBankZA,"@dnodada That’s correct, Dumisani! How did you know? 👏🏽#BecauseUCount #HowAboutNow"
2022-12-31 11:59:03+00:00,ZamaXobiso,"@StandardBankZA Up to R10 
#BecauseUCount 
#HowAboutNowSummer"
2022-12-31 11:59:02+00:00,luyoloqwa,@malukubabe @StandardBankZA Nawe ngokunjalo sisi 🍾🥂
2022-12-31 11:57:51+00:00,RonaldMathe4,@malukubabe @StandardBankZA Thank you so much… le wena bbe🤗😘😘
2022-12-31 11:55:28+00:00,Ofentse06642146,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Outstanding run Malose 🏃‍♂️💪🏾👍🏾🇿🇦
2022-12-31 11:55:12+00:00,malukubabe,@Mankoe8 @StandardBankZA Thanks Mogale 💕
2022-12-31 11:54:58+00:00,malukubabe,@ledibane_teboho @StandardBankZA Thanks Tebza 💕
2022-12-31 11:54:43+00:00,malukubabe,@LadyTmaq @StandardBankZA Thanks my lady ❤️
2022-12-31 11:54:36+00:00,StandardBankZA,"@KissMlungu How sure are you, Kissmcha?🙂
#BecauseUCount
#HowAboutNowSummer"
2022-12-31 11:54:31+00:00,malukubabe,@Cry_Moloi @StandardBankZA Thanks C-khalo 💞
2022-12-31 11:54:09+00:00,malukubabe,@Connie____M @StandardBankZA My darling 💕
2022-12-31 11:54:08+00:00,StandardBankZA,"@ManamelaEphie Hi Ephraim, we are sorry to learn about the mishap, is there a specific error message that you are getting when trying to transact on your banking app?"
2022-12-31 11:54:00+00:00,malukubabe,@luyoloqwa @StandardBankZA Thanks nqununu 💕 ungene kahle ku 2023
2022-12-31 11:53:25+00:00,malukubabe,@Samke_umgijimi @StandardBankZA Thanks Samke 💞
2022-12-31 11:53:11+00:00,malukubabe,@RonaldMathe4 @StandardBankZA My darling 💕 ungene kahle
2022-12-31 11:52:43+00:00,malukubabe,@Mamje4 @StandardBankZA Yes we wrapping it up ☺️
2022-12-31 11:48:56+00:00,StandardBankZA,"@tbossigudu Correct, Tbos🙂. Do you use your UCount points?
#BecauseUCount
#HowAboutNowSummer"
2022-12-31 11:44:46+00:00,ManamelaEphie,"@StandardBankZA why is the transactions not going through, instant nt going through ,payments the same ,what's wrong"
2022-12-31 11:42:16+00:00,tbossigudu,"@StandardBankZA Up to R10 
💸#BecauseUCount 
#HowAboutNowSummer
@StandardBankZA"
2022-12-31 11:36:46+00:00,Mamje4,@malukubabe @StandardBankZA Closing in style my Queen👑
2022-12-31 11:36:03+00:00,KissMlungu,"@StandardBankZA Up to R10 💸#BecauseUCount 
#HowAboutNowSummer
@StandardBankZA"
2022-12-31 11:32:09+00:00,SamkeliMthembu,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole 🔥🔥
2022-12-31 11:19:30+00:00,SelbyNdlovu8,@sa_lottery @FNBSA @CapitecBankSA @StandardBankZA @AbsaSouthAfrica Kancane kancane siyeeeezaaa😁
2022-12-31 11:15:54+00:00,RonaldMathe4,@malukubabe @StandardBankZA Sweetheart 👏👏😍😍
2022-12-31 11:15:40+00:00,SamkeliMthembu,@malukubabe @StandardBankZA Well done
2022-12-31 10:40:22+00:00,luyoloqwa,@malukubabe @StandardBankZA Good work champ 🍾🥂
2022-12-31 10:21:28+00:00,StandardBankZA,"@Wondertasty2 How sure are you, Wondertasty?🙂 #InstantMoneyMondays
#HowAboutNowSummer"
2022-12-31 10:16:09+00:00,tinaldinho,@StandardBankZA Done.
2022-12-31 10:13:18+00:00,StandardBankZA,"@carabouwer Hello Cara, sorry to hear this . Please confirm what error message are you receiving. Kindly also send us a screenshot of this error."
2022-12-31 10:08:08+00:00,carabouwer,. @StandardBankZA why isn't your online banking working for transfers? Been since this morning.
2022-12-31 10:04:43+00:00,StandardBankZA,@tinaldinho Please DM us your ID number and contact details so we can follow up with our Sales team.
2022-12-31 10:01:01+00:00,StandardBankZA,"@Mandisa12833655 Do you love dancing, Mandisa?🙂
#HowAboutNowSummer
#ItCanBe"
2022-12-31 09:55:44+00:00,Connie____M,@malukubabe @StandardBankZA 🔥🔥🔥
2022-12-31 09:54:55+00:00,StandardBankZA,@tinaldinho We're sorry for the frustration caused. When did you apply for the overdraft?
2022-12-31 09:52:49+00:00,Cry_Moloi,"@malukubabe @StandardBankZA done and dusted indeed 🙌🏽 well done, Ma'Gumbi my champ"
2022-12-31 09:50:35+00:00,tinaldinho,"@StandardBankZA I am not receiving an error message, just a lack of response/service from your end even though everything requested was submitted."
2022-12-31 09:50:09+00:00,LadyTmaq,@malukubabe @StandardBankZA Well done champ MaGumbi ❤❤
2022-12-31 09:48:01+00:00,StandardBankZA,"@tinaldinho Just to confirm, you would like to change your Overdraft limit on the Banking App? Please send us the screenshot of error message you're receiving."
2022-12-31 09:47:02+00:00,RasMankindDiv,@Madam_PB @StandardBankZA
2022-12-31 09:43:19+00:00,ledibane_teboho,@malukubabe @StandardBankZA Well done Jabulile.
2022-12-31 09:43:18+00:00,tinaldinho,@StandardBankZA Mobile App. Overdraught limit.
2022-12-31 09:43:16+00:00,malukubabe,@MananaSiphiwo @StandardBankZA Ngiyabonga Siphiwo 💕
2022-12-31 09:43:03+00:00,malukubabe,@vijjuzone @StandardBankZA Thanks Vijay 💕
2022-12-31 09:42:59+00:00,Mankoe8,@malukubabe @StandardBankZA Well done Ma'Gumbi 💞
2022-12-31 09:42:52+00:00,malukubabe,@PMmukheli @StandardBankZA Thanks Peter 💕
2022-12-31 09:42:35+00:00,malukubabe,@PaintFunRace @StandardBankZA Thanks Champ 💕 closing 2022 in style 👊
2022-12-31 09:42:11+00:00,malukubabe,@LawrenceRamano @StandardBankZA Thanks Lawrence 💕
2022-12-31 09:42:01+00:00,malukubabe,@khensiPetu @StandardBankZA Thanks Khens 💞
2022-12-31 09:41:57+00:00,KBriyella,@StandardBankZA on a weekly basis
2022-12-31 09:41:53+00:00,malukubabe,@cheza_prop @StandardBankZA Thanks Tshedza 💕
2022-12-31 09:41:31+00:00,StandardBankZA,"@tinaldinho Hello there, please confirm which product would you like to change and which platform have you been using?"
2022-12-31 09:41:30+00:00,cheza_prop,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Well done champ Malose 👊🏾👊🏾✅✅👌🏾👌🏾
2022-12-31 09:40:55+00:00,Celine19486331,@StandardBankZA No
2022-12-31 09:38:19+00:00,RampsTMan,@Lereng_ @Nedbank @StandardBankZA STD BANK
2022-12-31 09:35:49+00:00,tinaldinho,Hi @StandardBankZA. Been trying to use your digital channel with no luck to change my products. The response times of the digital fulfilment Center are not what you are promising. Can you help?
2022-12-31 09:34:10+00:00,Tuz_man,@MXO19 @LungaMrhetjha @StandardBankZA False accusations.
2022-12-31 09:29:06+00:00,cheza_prop,"@malukubabe @StandardBankZA Well done Ma’Gumbi, 👊🏾👊🏾🙌🏾🙌🏾"
2022-12-31 09:28:18+00:00,khensiPetu,@malukubabe @StandardBankZA Well done hun
2022-12-31 09:25:14+00:00,StandardBankZA,"@Tshiamo_kutlwan Hi Tshepiso, please find attached link to view available vacancies https://t.co/tmmxfTo5dM."
2022-12-31 09:17:13+00:00,Tshiamo_kutlwan,@Madam_PB @StandardBankZA
2022-12-31 09:16:34+00:00,StandardBankZA,"@Rxndai Morning, how can we assist you today?"
2022-12-31 09:14:35+00:00,StandardBankZA,"@cgselva Hi Selva, we apologize that you are not pleased with our services. we strive for excellent client service and we're sorry that was not demonstrated. Please let us know what the issue is so our team can intervene."
2022-12-31 09:10:19+00:00,cgselva,@StandardBankZA one of the worst experiences you could get when you try home loans with @StandardBankZA they are not serious at all when it comes to resolving basic query ??
2022-12-31 09:02:38+00:00,Justlee112,@Madam_PB @ChrisExcel102 @StandardBankZA @AngloAmerican @legalwiseZA
2022-12-31 08:59:07+00:00,MWalkerWilliams,"@hbarianarmy @Davos @AveryDennison @DLA_Piper @ServiceNow @StandardBankZA @hedera I don’t know what they think but I’ll go and ask. I don’t make assumptions of that size about anything without all the evidence I can get and I haven’t seen any yet, do you have any?"
2022-12-31 08:56:35+00:00,Tumelo_Tea,"@StandardBankZA ✈️  Catching flights, not feelings #HowAboutNowSummer https://t.co/fXlncRq4AN"
2022-12-31 08:56:24+00:00,PaintFunRace,"@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Massive Delivery Champ Malose🔥🔥 Cruised nicely Champ 🙌
#IPaintedMyRun"
2022-12-31 08:55:22+00:00,LawrenceRamano,@malukubabe @StandardBankZA Well done Ma'Gumbi
2022-12-31 08:53:34+00:00,PaintFunRace,"@malukubabe @StandardBankZA Ma'skontori 🔥 Graced the streets with a beautiful Delivery Champ 👌 Well Done 🙌
#IPaintedMyRun"
2022-12-31 08:47:37+00:00,PMmukheli,@malukubabe @StandardBankZA Well done champ Ma'Gumbi 🙌👏👏
2022-12-31 08:39:32+00:00,vijjuzone,"@malukubabe @StandardBankZA Well done, Ma’Gumbi👍🏽🙌🏽"
2022-12-31 08:39:06+00:00,arthur_matodzi,@zwidenyapT @StandardBankZA theirbservice in general is just bad
2022-12-31 08:37:21+00:00,StandardBankZA,@silvaefoxx Please check our pricing guide to have a clear picture of the charges on your account. You can check this by clicking on the link: https://t.co/Hd4t5WP2kx
2022-12-31 08:29:21+00:00,silvaefoxx,@StandardBankZA @MXO19 Why do u charge customers for reversing a debit order they never authorised. Thats an act of criminality.
2022-12-31 08:28:03+00:00,StandardBankZA,"@Deepak21g You can buy and load a prepaid gift card at any major shopping centre in South Africa, for more information, simply click on the link below https://t.co/YeAfqSnVGh"
2022-12-31 08:23:40+00:00,StandardBankZA,@SergioPauloMi Please provide us with your contact details so we can flag this with our team. We look forward to your feedback.
2022-12-31 08:16:31+00:00,SergioPauloMi,@StandardBankZA Please get a report on the process for the manager at the branch before we chat
2022-12-31 08:15:56+00:00,SergioPauloMi,"@StandardBankZA It’s now 45 minutes, and will probably take another 20minutes just to process the collection"
2022-12-31 08:15:12+00:00,malukubabe,"Saturday Skontiri therapy done and dusted💞 day 365 of #HearHerVoice @StandardBankZA 
Grateful to be alive 🤗
#RunningWithTumiSole 
#RunningWithTumiAC
#FetchYourBody2022 
#90DaysWithoutSugar
#IPaintedMyRun https://t.co/vXztXmookg"
2022-12-31 08:14:42+00:00,Deepak21g,@StandardBankZA  would like to use it in shoe/clothing shops or the big retailers we have in SA https://t.co/MfQqL8V50w
2022-12-31 08:14:35+00:00,StandardBankZA,"@SergioPauloMi Hi Sergio, we sincerely apologise for any inconvenience you may have experienced, we value our customers and exceptional service is always our priority. Please confirm if you still haven't received assistance, and kindly DM us your contact numbers."
2022-12-31 08:14:24+00:00,StandardBankZA,@lifeof_forbes Please share details of the one you visited today so we can request our ATM team to assist further.
2022-12-31 08:12:17+00:00,StandardBankZA,"@Deepak21g Morning, please tell us more about your universal gift cards, where would you like to use it and on which platform?"
2022-12-31 08:07:55+00:00,Amedab,@StandardBankZA 🕺#HowAboutNowSummer #ItCanBe whoop whoop
2022-12-31 08:02:09+00:00,MananaSiphiwo,@malukubabe @StandardBankZA Well done MaGumbi
2022-12-31 08:01:22+00:00,SergioPauloMi,"@StandardBankZA bayside standard bank. Waiting 30 minutes to collect a card, and still waiting. No wonder slogan, better faster was removed. Service is soooooooo slooooooooow!"
2022-12-31 07:59:27+00:00,MmakwenaKubiana,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-31 07:59:13+00:00,LallieGounden,@StandardBankZA Awesome #HowAboutNowSummer
2022-12-31 07:58:13+00:00,SibsDJ,I think banks should not charge banking fees and cheque account monthly charge in Jan. It’s called reprieve.🙏🙏 @AbsaSouthAfrica @StandardBankZA @Nedbank
2022-12-31 07:52:35+00:00,Deepak21g,"@StandardBankZA 

Do you guys have universal gift cards if so were can we buy it ?"
2022-12-31 07:50:07+00:00,StandardBankZA,@zwidenyapT We would like to intervene and assist you. Please let us know what happened so we can try and address it with the relevant team.
2022-12-31 07:48:31+00:00,malose_lml,"#FetchYourBody2022
#runninwithtumisole
#TotalSportsRunyoursummer
#HomeOfRunning
#HearHervoice
#BeInspired
#IPaintedMyRun
#IChoose2BeActive
@RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole https://t.co/xUXlIWDe94"
2022-12-31 07:47:17+00:00,zwidenyapT,@StandardBankZA There is nothing you can do. It's a norm for you guys. Am just saying it.
2022-12-31 07:45:59+00:00,JeffreyMash,@zwidenyapT @StandardBankZA I agree
2022-12-31 07:44:59+00:00,StandardBankZA,"@zwidenyapT Good Morning, we are sorry for the manner in which you feel. Please tell us what happened so we can assist you accordingly?"
2022-12-31 07:41:55+00:00,zwidenyapT,@StandardBankZA branch services has to be the worst service in all banks.
2022-12-31 07:34:38+00:00,Emongitis,"@StandardBankZA @Leviscom2 May I please have 2 tickets to today's event, ka boikokobetso @StandardBankZA or convince @KMalatji @HomeComingEvent, I'm willing to purchase #TshwaneFontein"
2022-12-31 07:21:34+00:00,StandardBankZA,"@lifeof_forbes Hi @lifeof_forbes, thank you for getting in touch. This doesn't seem good. Please send us the location and ATM number so we can flag this with our internal team."
2022-12-31 07:17:16+00:00,StandardBankZA,@HelloHananje We will attend to your query shortly.
2022-12-31 07:15:00+00:00,_ayosithole,@StandardBankZA ✈️#HowAboutNowSummer
2022-12-31 07:12:19+00:00,StandardBankZA,"@Thando_Madlala1 Hi Thando, thank you for getting in touch. Please make use of our ATM and Branch locator to check the operating hours of your nearest branch💙.
https://t.co/3w9OKxzuth"
2022-12-31 07:10:28+00:00,HelloHananje,@StandardBankZA I have sent you a DM
2022-12-31 07:06:12+00:00,Thando_Madlala1,"@StandardBankZA 
Will any of your branches be open on Monday?? In the Port Shepstone area"
2022-12-31 07:02:10+00:00,StandardBankZA,"@HelloHananje Hi Hanaje, we apologize for the frustration caused. This is not how we want our customers to feel. This does not sound good. Please send us your details so we can investigate the matter as soon as we can."
2022-12-31 06:44:28+00:00,StandardBankZA,"@YandisaRali Dear Rali, thank you so much for your rating and your kind words. We have sent your compliment to the relevant department so they can celebrate their win. We appreciate you taking the time to share your excellent experience with us. Kindest regards."
2022-12-31 06:40:13+00:00,HelloHananje,This loan was settled more than 5 years ago. @StandardBankZA Why have you reinstated this debit order on my account? This is theft!
2022-12-31 06:39:44+00:00,StandardBankZA,"@thisisheine Hi Heine, we are truly sorry for the frustration caused. Please provide us with your details so our team can investigate. We're here to help."
2022-12-31 06:32:44+00:00,StandardBankZA,"@Wandisi63904571 Hello Wandisile, we are so sorry to hear that this has been your experience with us. Which branch are you visiting and what kind of assistance do you need?"
2022-12-31 06:30:55+00:00,thisisheine,"@StandardBankZA my account was frozen due to fica reasons. It has been 4 days since I submitted everything at the branch. I have spoken to 12 consultants since then, yet my account remains frozen. PLEASE HELP ASAP!!"
